id,name,unit,price,category_name,supplier_name,supplier_phone,order_date,customer_name,customer_phone,shipper_name,shipper_phone,employee_name
261,"Northwoods Cranberry Sauce","12 - 12 oz jars",40,Condiments,"Grandma Kellys Homestead","(313) 555-5735",1996-11-04,QUICK-Stop,"Horst Kloss","United Package","(503) 555-3199","Andrew Fuller"
262,"Teatime Chocolate Biscuits","10 boxes x 12 pieces",9.2,Confections,"Specialty Biscuits, Ltd.","(161) 555-4448",1996-11-04,QUICK-Stop,"Horst Kloss","United Package","(503) 555-3199","Andrew Fuller"
263,"Singaporean Hokkien Fried Mee","32 - 1 kg pkgs.",14,Grains/Cereals,"Leka Trading",555-8787,1996-11-04,QUICK-Stop,"Horst Kloss","United Package","(503) 555-3199","Andrew Fuller"
264,"Alice Mutton","20 - 1 kg tins",39,Meat/Poultry,"Pavlova, Ltd.","(03) 444-2343",1996-11-05,"Rattlesnake Canyon Grocery","Paula Wilson","Federal Shipping","(503) 555-9931","Janet Leverling"
265,"Gnocchi di nonna Alice","24 - 250 g pkgs.",38,Grains/Cereals,"Pasta Buttini s.r.l.","(089) 6547665",1996-11-05,"Rattlesnake Canyon Grocery","Paula Wilson","Federal Shipping","(503) 555-9931","Janet Leverling"
266,"NuNuCa Nuss-Nougat-Creme","20 - 450 g glasses",14,Confections,"Heli Susswaren GmbH and Co. KG","(010) 9984510",1996-11-06,"Familia Arquibaldo","Aria Cruz","Federal Shipping","(503) 555-9931","Margaret Peacock"
267,"Chartreuse verte","750 cc per bottle",18,Beverages,"Aux joyeux ecclesiastiques","(1) 03.83.00.68",1996-11-06,"Familia Arquibaldo","Aria Cruz","Federal Shipping","(503) 555-9931","Margaret Peacock"
268,"Boston Crab Meat","24 - 4 oz tins",18.4,Seafood,"New England Seafood Cannery","(617) 555-3267",1996-11-06,"Familia Arquibaldo","Aria Cruz","Federal Shipping","(503) 555-9931","Margaret Peacock"
269,"Rhonbrau Klosterbier","24 - 0.5 l bottles",7.75,Beverages,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1996-11-06,"Familia Arquibaldo","Aria Cruz","Federal Shipping","(503) 555-9931","Margaret Peacock"
270,Chais,"10 boxes x 20 bags",18,Beverages,"Exotic Liquid","(171) 555-2222",1996-11-07,"Die Wandernde Kuh","Rita Muller","United Package","(503) 555-3199","Margaret Peacock"
271,Tunnbrod,"12 - 250 g pkgs.",9,Grains/Cereals,"PB Knackebrod AB","031-987 65 43",1996-11-07,"Die Wandernde Kuh","Rita Muller","United Package","(503) 555-3199","Margaret Peacock"
272,Tourtiere,"16 pies",7.45,Meat/Poultry,"Ma Maison","(514) 555-9022",1996-11-08,"Split Rail Beer & Ale","Art Braunschweiger","Speedy Express","(503) 555-9831","Robert King"
273,"Valkoinen suklaa","12 - 100 g bars",16.25,Confections,"Karkki Oy","(953) 10956",1996-11-11,"La maison dAsie","Annette Roulet","United Package","(503) 555-3199","Michael Suyama"
274,Gudbrandsdalsost,"10 kg pkg.",36,"Dairy Products","Norske Meierier",(0)2-953010,1996-11-11,"La maison dAsie","Annette Roulet","United Package","(503) 555-3199","Michael Suyama"
275,"Cote de Blaye","12 - 75 cl bottles",263.5,Beverages,"Aux joyeux ecclesiastiques","(1) 03.83.00.68",1996-11-11,"Ernst Handel","Roland Mendel","Speedy Express","(503) 555-9831","Nancy Davolio"
276,"Jacks New England Clam Chowder","12 - 12 oz cans",9.65,Seafood,"New England Seafood Cannery","(617) 555-3267",1996-11-11,"Ernst Handel","Roland Mendel","Speedy Express","(503) 555-9831","Nancy Davolio"
277,"Gula Malacca","20 - 2 kg bags",19.45,Condiments,"Leka Trading",555-8787,1996-11-11,"Ernst Handel","Roland Mendel","Speedy Express","(503) 555-9831","Nancy Davolio"
278,"Louisiana Fiery Hot Pepper Sauce","32 - 8 oz bottles",21.05,Condiments,"New Orleans Cajun Delights","(100) 555-4822",1996-11-11,"Ernst Handel","Roland Mendel","Speedy Express","(503) 555-9831","Nancy Davolio"
279,"Guarana Fantastica","12 - 355 ml cans",4.5,Beverages,"Refrescos Americanas LTDA","(11) 555 4640",1996-11-12,"Furia Bacalhau e Frutos do Mar","Lino Rodriguez","Federal Shipping","(503) 555-9931","Janet Leverling"
280,Tourtiere,"16 pies",7.45,Meat/Poultry,"Ma Maison","(514) 555-9022",1996-11-12,"Furia Bacalhau e Frutos do Mar","Lino Rodriguez","Federal Shipping","(503) 555-9931","Janet Leverling"
281,"Queso Cabrales","1 kg pkg.",21,"Dairy Products","Cooperativa de Quesos Las Cabras","(98) 598 76 54",1996-11-13,"Piccolo und mehr","Georg Pipps","Federal Shipping","(503) 555-9931","Robert King"
282,"Cote de Blaye","12 - 75 cl bottles",263.5,Beverages,"Aux joyeux ecclesiastiques","(1) 03.83.00.68",1996-11-13,"Piccolo und mehr","Georg Pipps","Federal Shipping","(503) 555-9931","Robert King"
283,Chais,"10 boxes x 20 bags",18,Beverages,"Exotic Liquid","(171) 555-2222",1996-11-14,"Pericles Comidas clasicas","Guillermo Fernandez","Federal Shipping","(503) 555-9931","Laura Callahan"
284,"Thuringer Rostbratwurst","50 bags x 30 sausgs.",123.79,Meat/Poultry,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1996-11-14,"Pericles Comidas clasicas","Guillermo Fernandez","Federal Shipping","(503) 555-9931","Laura Callahan"
285,"Guarana Fantastica","12 - 355 ml cans",4.5,Beverages,"Refrescos Americanas LTDA","(11) 555 4640",1996-11-15,"Around the Horn","Thomas Hardy","Speedy Express","(503) 555-9831","Michael Suyama"
286,"Ravioli Angelo","24 - 250 g pkgs.",19.5,Grains/Cereals,"Pasta Buttini s.r.l.","(089) 6547665",1996-11-15,"Around the Horn","Thomas Hardy","Speedy Express","(503) 555-9831","Michael Suyama"
287,"Gorgonzola Telino","12 - 100 g pkgs",12.5,"Dairy Products","Formaggi Fortini s.r.l.","(0544) 60323",1996-11-18,"Die Wandernde Kuh","Rita Muller","United Package","(503) 555-3199","Michael Suyama"
288,"Pate chinois","24 boxes x 2 pies",24,Meat/Poultry,"Ma Maison","(514) 555-9022",1996-11-18,"Die Wandernde Kuh","Rita Muller","United Package","(503) 555-3199","Michael Suyama"
289,Gudbrandsdalsost,"10 kg pkg.",36,"Dairy Products","Norske Meierier",(0)2-953010,1996-11-18,"Die Wandernde Kuh","Rita Muller","United Package","(503) 555-3199","Michael Suyama"
290,Ikura,"12 - 200 ml jars",31,Seafood,"Tokyo Traders","(03) 3555-5011",1996-11-19,LILA-Supermercado,"Carlos Gonzalez","Federal Shipping","(503) 555-9931","Nancy Davolio"
291,"Gumbar Gummibarchen","100 - 250 g bags",31.23,Confections,"Heli Susswaren GmbH and Co. KG","(010) 9984510",1996-11-19,LILA-Supermercado,"Carlos Gonzalez","Federal Shipping","(503) 555-9931","Nancy Davolio"
292,"Camembert Pierrot","15 - 300 g rounds",34,"Dairy Products","Gai paturage",38.76.98.06,1996-11-19,LILA-Supermercado,"Carlos Gonzalez","Federal Shipping","(503) 555-9931","Nancy Davolio"
293,"Guarana Fantastica","12 - 355 ml cans",4.5,Beverages,"Refrescos Americanas LTDA","(11) 555 4640",1996-11-20,"La maison dAsie","Annette Roulet","Speedy Express","(503) 555-9831","Steven Buchanan"
294,"Sasquatch Ale","24 - 12 oz bottles",14,Beverages,"Bigfoot Breweries","(503) 555-9931",1996-11-20,"La maison dAsie","Annette Roulet","Speedy Express","(503) 555-9831","Steven Buchanan"
295,"Inlagd Sill","24 - 250 g jars",19,Seafood,"Svensk Sjofoda AB","08-123 45 67",1996-11-20,"La maison dAsie","Annette Roulet","Speedy Express","(503) 555-9831","Steven Buchanan"
296,Pavlova,"32 - 500 g boxes",17.45,Confections,"Pavlova, Ltd.","(03) 444-2343",1996-11-21,"Seven Seas Imports","Hari Kumar","Federal Shipping","(503) 555-9931","Steven Buchanan"
297,"Gorgonzola Telino","12 - 100 g pkgs",12.5,"Dairy Products","Formaggi Fortini s.r.l.","(0544) 60323",1996-11-21,"Seven Seas Imports","Hari Kumar","Federal Shipping","(503) 555-9931","Steven Buchanan"
298,"Camembert Pierrot","15 - 300 g rounds",34,"Dairy Products","Gai paturage",38.76.98.06,1996-11-21,"Seven Seas Imports","Hari Kumar","Federal Shipping","(503) 555-9931","Steven Buchanan"
299,"Rossle Sauerkraut","25 - 825 g cans",45.6,Produce,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1996-11-22,"Blondel pere et fils","Frederique Citeaux","Federal Shipping","(503) 555-9931","Margaret Peacock"
300,"Thuringer Rostbratwurst","50 bags x 30 sausgs.",123.79,Meat/Poultry,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1996-11-22,"Blondel pere et fils","Frederique Citeaux","Federal Shipping","(503) 555-9931","Margaret Peacock"
301,"Cote de Blaye","12 - 75 cl bottles",263.5,Beverages,"Aux joyeux ecclesiastiques","(1) 03.83.00.68",1996-11-22,"Blondel pere et fils","Frederique Citeaux","Federal Shipping","(503) 555-9931","Margaret Peacock"
302,Maxilaku,"24 - 50 g pkgs.",20,Confections,"Karkki Oy","(953) 10956",1996-11-22,"Blondel pere et fils","Frederique Citeaux","Federal Shipping","(503) 555-9931","Margaret Peacock"
303,Tourtiere,"16 pies",7.45,Meat/Poultry,"Ma Maison","(514) 555-9022",1996-11-22,"Blondel pere et fils","Frederique Citeaux","Federal Shipping","(503) 555-9931","Margaret Peacock"
304,"Chartreuse verte","750 cc per bottle",18,Beverages,"Aux joyeux ecclesiastiques","(1) 03.83.00.68",1996-11-22,QUICK-Stop,"Horst Kloss","United Package","(503) 555-3199","Nancy Davolio"
305,"Camembert Pierrot","15 - 300 g rounds",34,"Dairy Products","Gai paturage",38.76.98.06,1996-11-22,QUICK-Stop,"Horst Kloss","United Package","(503) 555-3199","Nancy Davolio"
306,"NuNuCa Nuss-Nougat-Creme","20 - 450 g glasses",14,Confections,"Heli Susswaren GmbH and Co. KG","(010) 9984510",1996-11-25,"Bon app","Laurence Lebihans","Speedy Express","(503) 555-9831","Janet Leverling"
307,"Manjimup Dried Apples","50 - 300 g pkgs.",53,Produce,"Gday, Mate","(02) 555-5914",1996-11-25,"Bon app","Laurence Lebihans","Speedy Express","(503) 555-9831","Janet Leverling"
308,Tourtiere,"16 pies",7.45,Meat/Poultry,"Ma Maison","(514) 555-9022",1996-11-25,"Bon app","Laurence Lebihans","Speedy Express","(503) 555-9831","Janet Leverling"
309,"Gorgonzola Telino","12 - 100 g pkgs",12.5,"Dairy Products","Formaggi Fortini s.r.l.","(0544) 60323",1996-11-26,"Drachenblut Delikatessend","Sven Ottlieb","Federal Shipping","(503) 555-9931","Margaret Peacock"
310,"Rhonbrau Klosterbier","24 - 0.5 l bottles",7.75,Beverages,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1996-11-26,"Drachenblut Delikatessend","Sven Ottlieb","Federal Shipping","(503) 555-9931","Margaret Peacock"
311,Lakkalikoori,"500 ml",18,Beverages,"Karkki Oy","(953) 10956",1996-11-26,"Drachenblut Delikatessend","Sven Ottlieb","Federal Shipping","(503) 555-9931","Margaret Peacock"
312,Gudbrandsdalsost,"10 kg pkg.",36,"Dairy Products","Norske Meierier",(0)2-953010,1996-11-26,"Eastern Connection","Ann Devon","Speedy Express","(503) 555-9831","Nancy Davolio"
313,Flotemysost,"10 - 500 g pkgs.",21.5,"Dairy Products","Norske Meierier",(0)2-953010,1996-11-26,"Eastern Connection","Ann Devon","Speedy Express","(503) 555-9831","Nancy Davolio"
314,"Queso Cabrales","1 kg pkg.",21,"Dairy Products","Cooperativa de Quesos Las Cabras","(98) 598 76 54",1996-11-27,"Antonio Moreno Taqueria","Antonio Moreno","United Package","(503) 555-3199","Janet Leverling"
315,"Louisiana Fiery Hot Pepper Sauce","32 - 8 oz bottles",21.05,Condiments,"New Orleans Cajun Delights","(100) 555-4822",1996-11-28,"Galeria del gastronomo","Eduardo Saavedra","United Package","(503) 555-3199","Laura Callahan"
316,"Original Frankfurter grune Sosse","12 boxes",13,Condiments,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1996-11-28,"Galeria del gastronomo","Eduardo Saavedra","United Package","(503) 555-3199","Laura Callahan"
317,"Sasquatch Ale","24 - 12 oz bottles",14,Beverages,"Bigfoot Breweries","(503) 555-9931",1996-11-28,Vaffeljernet,"Palle Ibsen","Federal Shipping","(503) 555-9931","Robert King"
318,Tourtiere,"16 pies",7.45,Meat/Poultry,"Ma Maison","(514) 555-9022",1996-11-28,Vaffeljernet,"Palle Ibsen","Federal Shipping","(503) 555-9931","Robert King"
319,"Louisiana Fiery Hot Pepper Sauce","32 - 8 oz bottles",21.05,Condiments,"New Orleans Cajun Delights","(100) 555-4822",1996-11-28,Vaffeljernet,"Palle Ibsen","Federal Shipping","(503) 555-9931","Robert King"
320,"Original Frankfurter grune Sosse","12 boxes",13,Condiments,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1996-11-28,Vaffeljernet,"Palle Ibsen","Federal Shipping","(503) 555-9931","Robert King"
321,"Sir Rodneys Scones","24 pkgs. x 4 pieces",10,Confections,"Specialty Biscuits, Ltd.","(161) 555-4448",1996-11-29,"Ernst Handel","Roland Mendel","United Package","(503) 555-3199","Andrew Fuller"
322,"Rossle Sauerkraut","25 - 825 g cans",45.6,Produce,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1996-11-29,"Ernst Handel","Roland Mendel","United Package","(503) 555-3199","Andrew Fuller"
323,"Ravioli Angelo","24 - 250 g pkgs.",19.5,Grains/Cereals,"Pasta Buttini s.r.l.","(089) 6547665",1996-11-29,"Ernst Handel","Roland Mendel","United Package","(503) 555-3199","Andrew Fuller"
324,"Wimmers gute Semmelknodel","20 bags x 4 pieces",33.25,Grains/Cereals,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1996-11-29,"Ernst Handel","Roland Mendel","United Package","(503) 555-3199","Andrew Fuller"
325,"Thuringer Rostbratwurst","50 bags x 30 sausgs.",123.79,Meat/Poultry,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1996-12-02,"Split Rail Beer & Ale","Art Braunschweiger","United Package","(503) 555-3199","Laura Callahan"
326,"Gnocchi di nonna Alice","24 - 250 g pkgs.",38,Grains/Cereals,"Pasta Buttini s.r.l.","(089) 6547665",1996-12-02,"Split Rail Beer & Ale","Art Braunschweiger","United Package","(503) 555-3199","Laura Callahan"
327,Chais,"10 boxes x 20 bags",18,Beverages,"Exotic Liquid","(171) 555-2222",1996-12-03,"Chop-suey Chinese","Yang Wang","United Package","(503) 555-3199","Michael Suyama"
328,"Wimmers gute Semmelknodel","20 bags x 4 pieces",33.25,Grains/Cereals,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1996-12-03,"Chop-suey Chinese","Yang Wang","United Package","(503) 555-3199","Michael Suyama"
329,"Longlife Tofu","5 kg pkg.",10,Produce,"Tokyo Traders","(03) 3555-5011",1996-12-03,"Chop-suey Chinese","Yang Wang","United Package","(503) 555-3199","Michael Suyama"
330,"Inlagd Sill","24 - 250 g jars",19,Seafood,"Svensk Sjofoda AB","08-123 45 67",1996-12-03,"La maison dAsie","Annette Roulet","Speedy Express","(503) 555-9831","Nancy Davolio"
331,"Sir Rodneys Marmalade","30 gift boxes",81,Confections,"Specialty Biscuits, Ltd.","(161) 555-4448",1996-12-04,"Queen Cozinha","Lucia Carvalho","United Package","(503) 555-3199","Steven Buchanan"
332,"Cote de Blaye","12 - 75 cl bottles",263.5,Beverages,"Aux joyeux ecclesiastiques","(1) 03.83.00.68",1996-12-04,"Queen Cozinha","Lucia Carvalho","United Package","(503) 555-3199","Steven Buchanan"
333,"Camembert Pierrot","15 - 300 g rounds",34,"Dairy Products","Gai paturage",38.76.98.06,1996-12-04,"Queen Cozinha","Lucia Carvalho","United Package","(503) 555-3199","Steven Buchanan"
334,"Mozzarella di Giovanni","24 - 200 g pkgs.",34.8,"Dairy Products","Formaggi Fortini s.r.l.","(0544) 60323",1996-12-04,"Queen Cozinha","Lucia Carvalho","United Package","(503) 555-3199","Steven Buchanan"
335,"Escargots de Bourgogne","24 pieces",13.25,Seafood,"Escargots Nouveaux",85.57.00.07,1996-12-05,"Hungry Owl All-Night Grocers","Patricia McKenna","Federal Shipping","(503) 555-9931","Margaret Peacock"
336,Flotemysost,"10 - 500 g pkgs.",21.5,"Dairy Products","Norske Meierier",(0)2-953010,1996-12-05,"Hungry Owl All-Night Grocers","Patricia McKenna","Federal Shipping","(503) 555-9931","Margaret Peacock"
337,"Gorgonzola Telino","12 - 100 g pkgs",12.5,"Dairy Products","Formaggi Fortini s.r.l.","(0544) 60323",1996-12-05,Wolski,Zbyszek,"Federal Shipping","(503) 555-9931","Nancy Davolio"
338,"Escargots de Bourgogne","24 pieces",13.25,Seafood,"Escargots Nouveaux",85.57.00.07,1996-12-05,Wolski,Zbyszek,"Federal Shipping","(503) 555-9931","Nancy Davolio"
339,Tofu,"40 - 100 g pkgs.",23.25,Produce,Mayumis,"(06) 431-7877",1996-12-06,"Hungry Coyote Import Store","Yoshi Latimer","United Package","(503) 555-3199","Janet Leverling"
340,Tourtiere,"16 pies",7.45,Meat/Poultry,"Ma Maison","(514) 555-9022",1996-12-06,"Hungry Coyote Import Store","Yoshi Latimer","United Package","(503) 555-3199","Janet Leverling"
341,"Gorgonzola Telino","12 - 100 g pkgs",12.5,"Dairy Products","Formaggi Fortini s.r.l.","(0544) 60323",1996-12-09,"Mere Paillarde","Jean Fresniere","United Package","(503) 555-3199","Nancy Davolio"
342,"Rossle Sauerkraut","25 - 825 g cans",45.6,Produce,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1996-12-09,"Seven Seas Imports","Hari Kumar","Federal Shipping","(503) 555-9931","Nancy Davolio"
343,"Chartreuse verte","750 cc per bottle",18,Beverages,"Aux joyeux ecclesiastiques","(1) 03.83.00.68",1996-12-09,"Seven Seas Imports","Hari Kumar","Federal Shipping","(503) 555-9931","Nancy Davolio"
344,Flotemysost,"10 - 500 g pkgs.",21.5,"Dairy Products","Norske Meierier",(0)2-953010,1996-12-10,"Folk och fa HB","Maria Larsson","Federal Shipping","(503) 555-9931","Steven Buchanan"
345,"Jacks New England Clam Chowder","12 - 12 oz cans",9.65,Seafood,"New England Seafood Cannery","(617) 555-3267",1996-12-11,"Que Delicia","Bernardo Batista","Speedy Express","(503) 555-9831","Andrew Fuller"
346,Vegie-spread,"15 - 625 g jars",43.9,Condiments,"Pavlova, Ltd.","(03) 444-2343",1996-12-11,"Que Delicia","Bernardo Batista","Speedy Express","(503) 555-9831","Andrew Fuller"
347,"Louisiana Fiery Hot Pepper Sauce","32 - 8 oz bottles",21.05,Condiments,"New Orleans Cajun Delights","(100) 555-4822",1996-12-11,"Que Delicia","Bernardo Batista","Speedy Express","(503) 555-9831","Andrew Fuller"
348,"Nord-Ost Matjeshering","10 - 200 g glasses",25.89,Seafood,"Nord-Ost-Fisch Handelsgesellschaft mbH","(04721) 8713",1996-12-12,"Hungry Owl All-Night Grocers","Patricia McKenna","Federal Shipping","(503) 555-9931","Laura Callahan"
349,"Perth Pasties","48 pieces",32.8,Meat/Poultry,"Gday, Mate","(02) 555-5914",1996-12-12,"Hungry Owl All-Night Grocers","Patricia McKenna","Federal Shipping","(503) 555-9931","Laura Callahan"
350,"Camembert Pierrot","15 - 300 g rounds",34,"Dairy Products","Gai paturage",38.76.98.06,1996-12-12,"Hungry Owl All-Night Grocers","Patricia McKenna","Federal Shipping","(503) 555-9931","Laura Callahan"
351,"Outback Lager","24 - 355 ml bottles",15,Beverages,"Pavlova, Ltd.","(03) 444-2343",1996-12-12,"Hungry Owl All-Night Grocers","Patricia McKenna","Federal Shipping","(503) 555-9931","Laura Callahan"
352,"Longlife Tofu","5 kg pkg.",10,Produce,"Tokyo Traders","(03) 3555-5011",1996-12-12,LILA-Supermercado,"Carlos Gonzalez","Federal Shipping","(503) 555-9931","Janet Leverling"
353,"Chef Antons Gumbo Mix","36 boxes",21.35,Condiments,"New Orleans Cajun Delights","(100) 555-4822",1996-12-13,"Ernst Handel","Roland Mendel","Speedy Express","(503) 555-9831","Margaret Peacock"
354,"Carnarvon Tigers","16 kg pkg.",62.5,Seafood,"Pavlova, Ltd.","(03) 444-2343",1996-12-13,"Ernst Handel","Roland Mendel","Speedy Express","(503) 555-9831","Margaret Peacock"
355,"Thuringer Rostbratwurst","50 bags x 30 sausgs.",123.79,Meat/Poultry,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1996-12-13,"Ernst Handel","Roland Mendel","Speedy Express","(503) 555-9831","Margaret Peacock"
356,Geitost,"500 g",2.5,"Dairy Products","Norske Meierier",(0)2-953010,1996-12-13,"Ernst Handel","Roland Mendel","Speedy Express","(503) 555-9831","Margaret Peacock"
357,"Longlife Tofu","5 kg pkg.",10,Produce,"Tokyo Traders","(03) 3555-5011",1996-12-13,"Ernst Handel","Roland Mendel","Speedy Express","(503) 555-9831","Margaret Peacock"
358,Konbu,"2 kg box",6,Seafood,Mayumis,"(06) 431-7877",1996-12-16,"Around the Horn","Thomas Hardy","Federal Shipping","(503) 555-9931","Laura Callahan"
359,"Valkoinen suklaa","12 - 100 g bars",16.25,Confections,"Karkki Oy","(953) 10956",1996-12-16,"Around the Horn","Thomas Hardy","Federal Shipping","(503) 555-9931","Laura Callahan"
360,"Gnocchi di nonna Alice","24 - 250 g pkgs.",38,Grains/Cereals,"Pasta Buttini s.r.l.","(089) 6547665",1996-12-16,"Around the Horn","Thomas Hardy","Federal Shipping","(503) 555-9931","Laura Callahan"
361,"Sir Rodneys Marmalade","30 gift boxes",81,Confections,"Specialty Biscuits, Ltd.","(161) 555-4448",1996-12-16,"Berglunds snabbkop","Christina Berglund","Federal Shipping","(503) 555-9931","Janet Leverling"
362,"Camembert Pierrot","15 - 300 g rounds",34,"Dairy Products","Gai paturage",38.76.98.06,1996-12-16,"Berglunds snabbkop","Christina Berglund","Federal Shipping","(503) 555-9931","Janet Leverling"
363,"Uncle Bobs Organic Dried Pears","12 - 1 lb pkgs.",30,Produce,"Grandma Kellys Homestead","(313) 555-5735",1996-12-17,"Split Rail Beer & Ale","Art Braunschweiger","United Package","(503) 555-3199","Nancy Davolio"
364,"Camembert Pierrot","15 - 300 g rounds",34,"Dairy Products","Gai paturage",38.76.98.06,1996-12-17,"Split Rail Beer & Ale","Art Braunschweiger","United Package","(503) 555-3199","Nancy Davolio"
365,"Scottish Longbreads","10 boxes x 8 pieces",12.5,Confections,"Specialty Biscuits, Ltd.","(161) 555-4448",1996-12-17,"Split Rail Beer & Ale","Art Braunschweiger","United Package","(503) 555-3199","Nancy Davolio"
366,"Guarana Fantastica","12 - 355 ml cans",4.5,Beverages,"Refrescos Americanas LTDA","(11) 555 4640",1996-12-18,"Familia Arquibaldo","Aria Cruz","Federal Shipping","(503) 555-9931","Anne Dodsworth"
367,"Sasquatch Ale","24 - 12 oz bottles",14,Beverages,"Bigfoot Breweries","(503) 555-9931",1996-12-18,"Familia Arquibaldo","Aria Cruz","Federal Shipping","(503) 555-9931","Anne Dodsworth"
368,"Guarana Fantastica","12 - 355 ml cans",4.5,Beverages,"Refrescos Americanas LTDA","(11) 555 4640",1996-12-18,"Sante Gourmet","Jonas Bergulfsen","United Package","(503) 555-3199","Nancy Davolio"
369,"Rossle Sauerkraut","25 - 825 g cans",45.6,Produce,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755",1996-12-18,"Sante Gourmet","Jonas Bergulfsen","United Package","(503) 555-3199","Nancy Davolio"
370,"Raclette Courdavault","5 kg pkg.",55,"Dairy Products","Gai paturage",38.76.98.06,1996-12-18,"Sante Gourmet","Jonas Bergulfsen","United Package","(503) 555-3199","Nancy Davolio"
371,Flotemysost,"10 - 500 g pkgs.",21.5,"Dairy Products","Norske Meierier",(0)2-953010,1996-12-18,"Sante Gourmet","Jonas Bergulfsen","United Package","(503) 555-3199","Nancy Davolio"
372,"Rogede sild","1k pkg.",9.5,Seafood,Lyngbysild,43844108,1996-12-19,"Seven Seas Imports","Hari Kumar","Speedy Express","(503) 555-9831","Andrew Fuller"
373,"Filo Mix","16 - 2 kg boxes",7,Grains/Cereals,"Gday, Mate","(02) 555-5914",1996-12-19,"Seven Seas Imports","Hari Kumar","Speedy Express","(503) 555-9831","Andrew Fuller"
374,"Perth Pasties","48 pieces",32.8,Meat/Poultry,"Gday, Mate","(02) 555-5914",1996-12-19,"Seven Seas Imports","Hari Kumar","Speedy Express","(503) 555-9831","Andrew Fuller"
375,Ikura,"12 - 200 ml jars",31,Seafood,"Tokyo Traders","(03) 3555-5011",1996-12-20,"Bottom-Dollar Marketse","Elizabeth Lincoln","United Package","(503) 555-3199","Margaret Peacock"
376,"Pate chinois","24 boxes x 2 pies",24,Meat/Poultry,"Ma Maison","(514) 555-9022",1996-12-20,"Bottom-Dollar Marketse","Elizabeth Lincoln","United Package","(503) 555-3199","Margaret Peacock"
377,"Tarte au sucre","48 pies",49.3,Confections,"Forets derables","(514) 555-2955",1996-12-20,"Bottom-Dollar Marketse","Elizabeth Lincoln","United Package","(503) 555-3199","Margaret Peacock"
378,"Outback Lager","24 - 355 ml bottles",15,Beverages,"Pavlova, Ltd.","(03) 444-2343",1996-12-20,"Bottom-Dollar Marketse","Elizabeth Lincoln","United Package","(503) 555-3199","Margaret Peacock"
379,"Gorgonzola Telino","12 - 100 g pkgs",12.5,"Dairy Products","Formaggi Fortini s.r.l.","(0544) 60323",1996-12-23,"Ernst Handel","Roland Mendel","Speedy Express","(503) 555-9831","Michael Suyama"
380,"Steeleye Stout","24 - 12 oz bottles",18,Beverages,"Bigfoot Breweries","(503) 555-9931",1996-12-23,"Ernst Handel","Roland Mendel","Speedy Express","(503) 555-9831","Michael Suyama"
381,Spegesild,"4 - 450 g glasses",12,Seafood,Lyngbysild,43844108,1996-12-23,"Ernst Handel","Roland Mendel","Speedy Express","(503) 555-9831","Michael Suyama"
382,"Mozzarella di Giovanni","24 - 200 g pkgs.",34.8,"Dairy Products","Formaggi Fortini s.r.l.","(0544) 60323",1996-12-23,"Ernst Handel","Roland Mendel","Speedy Express","(503) 555-9831","Michael Suyama"
383,Konbu,"2 kg box",6,Seafood,Mayumis,"(06) 431-7877",1996-12-23,"Drachenblut Delikatessend","Sven Ottlieb","Federal Shipping","(503) 555-9931","Janet Leverling"
384,Gudbrandsdalsost,"10 kg pkg.",36,"Dairy Products","Norske Meierier",(0)2-953010,1996-12-24,"Piccolo und mehr","Georg Pipps","Federal Shipping","(503) 555-9931","Andrew Fuller"
385,Chang,"24 - 12 oz bottles",19,Beverages,"Exotic Liquid","(171) 555-2222",1996-12-25,"Save-a-lot Markets","Jose Pavarotti","Federal Shipping","(503) 555-9931","Nancy Davolio"
386,Tofu,"40 - 100 g pkgs.",23.25,Produce,Mayumis,"(06) 431-7877",1996-12-25,"Save-a-lot Markets","Jose Pavarotti","Federal Shipping","(503) 555-9931","Nancy Davolio"
387,"NuNuCa Nuss-Nougat-Creme","20 - 450 g glasses",14,Confections,"Heli Susswaren GmbH and Co. KG","(010) 9984510",1996-12-25,"Save-a-lot Markets","Jose Pavarotti","Federal Shipping","(503) 555-9931","Nancy Davolio"
388,"Gumbar Gummibarchen","100 - 250 g bags",31.23,Confections,"Heli Susswaren GmbH and Co. KG","(010) 9984510",1996-12-25,"Save-a-lot Markets","Jose Pavarotti","Federal Shipping","(503) 555-9931","Nancy Davolio"
389,"Gorgonzola Telino","12 - 100 g pkgs",12.5,"Dairy Products","Formaggi Fortini s.r.l.","(0544) 60323",1996-12-25,"Save-a-lot Markets","Jose Pavarotti","Federal Shipping","(503) 555-9931","Nancy Davolio"
